,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
6750,106240942,Heart Failure,15.0,635.0,3.1,As Expected
6751,106240942,AAA Repair Open Unrupture,,,,
6752,106240942,Acute Stroke Hemorrhagic,1.0,4.0,20.9,As Expected
6753,106240942,AAA Repair Endo Unrupture,,,,
6754,106254005,Pneumonia,1.0,19.0,17.2,As Expected
6755,106254005,Heart Failure,1.0,6.0,21.7,As Expected
6756,106254005,Acute Stroke,,,,
6757,106254005,PCI,,,,
6758,106254005,Pancreatic Resection,,,,
6759,106254005,Acute Stroke Hemorrhagic,,,,
6760,106254005,Acute Stroke Ischemic,,,,
6761,106254005,Hip Fracture,,,,
6762,106254005,GI Hemorrhage,0.0,3.0,0.0,As Expected
6763,106254005,Carotid Endarterectomy,,,,
6764,106254005,Acute Stroke Subarachnoid,,,,
6765,106254005,AMI,,,,
6766,106254005,AAA Repair Open Unrupture,,,,
6767,106254005,AAA Repair Endo Unrupture,,,,
6768,106270744,Isolated CABG Operative Mortality,3.0,68.0,3.2,As Expected
6769,106270744,Pancreatic Resection,0.0,10.0,0.0,As Expected
6770,106270744,Acute Stroke,17.0,288.0,8.8,As Expected
6771,106270744,Heart Failure,17.0,488.0,2.8,As Expected
6772,106270744,Acute Stroke Hemorrhagic,7.0,37.0,20.0,As Expected
6773,106270744,Pneumonia,20.0,357.0,5.2,As Expected
6774,106270744,Acute Stroke Ischemic,10.0,250.0,5.1,As Expected
6775,106270744,PCI,9.0,104.0,9.1,Worse
6776,106270744,Hip Fracture,2.0,154.0,1.1,As Expected
6777,106270744,GI Hemorrhage,8.0,297.0,2.5,As Expected
6778,106270744,Carotid Endarterectomy,0.0,24.0,0.0,As Expected
6779,106270744,Acute Stroke Subarachnoid,,,,
6780,106270744,AMI,15.0,170.0,9.0,As Expected
6781,106270744,AAA Repair Open Unrupture,,,,
6782,106270744,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected
6783,106274043,Pneumonia,5.0,104.0,8.5,As Expected
6784,106274043,PCI,,,,
6785,106274043,Acute Stroke,6.0,65.0,12.2,As Expected
6786,106274043,Acute Stroke Hemorrhagic,6.0,13.0,36.6,As Expected
6787,106274043,Pancreatic Resection,,,,
6788,106274043,Hip Fracture,1.0,60.0,2.0,As Expected
6789,106274043,Heart Failure,1.0,118.0,1.9,As Expected
6790,106274043,GI Hemorrhage,2.0,101.0,3.2,As Expected
6791,106274043,Carotid Endarterectomy,,,,
6792,106274043,Acute Stroke Ischemic,0.0,50.0,0.0,As Expected
6793,106274043,AMI,1.0,9.0,13.8,As Expected
6794,106274043,Acute Stroke Subarachnoid,,,,
6795,106274043,AAA Repair Open Unrupture,,,,
6796,106274043,AAA Repair Endo Unrupture,,,,
6797,106301188,Isolated CABG Operative Mortality,0.0,7.0,0.0,As Expected
6798,106301188,Acute Stroke Ischemic,0.0,6.0,0.0,As Expected
6799,106301188,Heart Failure,1.0,46.0,3.0,As Expected
6800,106301188,Pneumonia,10.0,90.0,8.5,As Expected
6801,106301188,Pancreatic Resection,,,,
6802,106301188,PCI,2.0,23.0,5.7,As Expected
6803,106301188,Hip Fracture,0.0,14.0,0.0,As Expected
6804,106301188,GI Hemorrhage,2.0,47.0,3.7,As Expected
6805,106301188,Carotid Endarterectomy,,,,
6806,106301188,Acute Stroke Subarachnoid,,,,
6807,106301188,Acute Stroke Hemorrhagic,,,,
6808,106301188,Acute Stroke,0.0,6.0,0.0,As Expected
6809,106301188,AMI,1.0,33.0,3.3,As Expected
6810,106301188,AAA Repair Open Unrupture,,,,
6811,106301188,AAA Repair Endo Unrupture,,,,
6812,106301234,Carotid Endarterectomy,,,,
6813,106301234,PCI,,,,
6814,106301234,Pneumonia,4.0,128.0,3.0,Better
6815,106301234,Pancreatic Resection,,,,
6816,106301234,Hip Fracture,0.0,23.0,0.0,As Expected
6817,106301234,Heart Failure,1.0,90.0,1.2,As Expected
6818,106301234,GI Hemorrhage,5.0,66.0,6.2,As Expected
6819,106301234,Acute Stroke Subarachnoid,,,,
6820,106301234,Acute Stroke Ischemic,0.0,12.0,0.0,As Expected
6821,106301234,Acute Stroke Hemorrhagic,,,,
6822,106301234,Acute Stroke,0.0,12.0,0.0,As Expected
6823,106301234,AMI,1.0,25.0,4.2,As Expected
6824,106301234,AAA Repair Open Unrupture,,,,
6825,106301234,AAA Repair Endo Unrupture,,,,
6826,106311000,Elective PCI Emergency CABG,0.0,141.0,,As Expected
6827,106311000,Elective PCI Stroke,0.0,141.0,0.0,As Expected
6828,106311000,Elective PCI Mortality,0.0,141.0,0.0,As Expected
6829,106311000,Pneumonia,25.0,462.0,7.1,As Expected
6830,106311000,Heart Failure,24.0,756.0,2.9,As Expected
6831,106311000,Pancreatic Resection,,,,
6832,106311000,PCI,12.0,349.0,4.0,As Expected
6833,106311000,Hip Fracture,9.0,313.0,2.5,As Expected
6834,106311000,GI Hemorrhage,25.0,624.0,4.9,Worse
6835,106311000,Carotid Endarterectomy,0.0,56.0,0.0,As Expected
6836,106311000,Acute Stroke Subarachnoid,1.0,7.0,11.6,As Expected
6837,106311000,Acute Stroke Hemorrhagic,19.0,106.0,21.2,As Expected
6838,106311000,Acute Stroke,41.0,567.0,8.6,As Expected
6839,106311000,AMI,27.0,489.0,5.8,As Expected
6840,106311000,AAA Repair Open Unrupture,,,,
6841,106311000,AAA Repair Endo Unrupture,0.0,20.0,0.0,As Expected
6842,106311000,Acute Stroke Ischemic,21.0,454.0,4.9,As Expected
6843,106331168,Isolated CABG Operative Mortality,1.0,95.0,1.11,As Expected
6844,106331168,Carotid Endarterectomy,0.0,48.0,0.0,As Expected
6845,106331168,PCI,7.0,337.0,2.4,As Expected
6846,106331168,Pneumonia,27.0,586.0,5.4,As Expected
6847,106331168,Pancreatic Resection,,,,
6848,106331168,Hip Fracture,2.0,245.0,1.0,As Expected
6849,106331168,Heart Failure,20.0,890.0,2.4,As Expected
6850,106331168,GI Hemorrhage,9.0,521.0,2.1,As Expected
6851,106331168,Acute Stroke Subarachnoid,2.0,13.0,29.4,As Expected
6852,106331168,Acute Stroke Ischemic,5.0,429.0,1.8,Better
6853,106331168,Acute Stroke Hemorrhagic,10.0,87.0,12.7,As Expected
6854,106331168,Acute Stroke,17.0,529.0,4.8,Better
6855,106331168,AMI,13.0,433.0,3.8,Better
6856,106331168,AAA Repair Open Unrupture,,,,
6857,106331168,AAA Repair Endo Unrupture,0.0,16.0,0.0,As Expected
6858,106331194,Heart Failure,4.0,442.0,1.6,As Expected
6859,106331194,Pneumonia,34.0,391.0,11.6,Worse
6860,106331194,Acute Stroke Ischemic,0.0,56.0,0.0,As Expected
6861,106331194,Pancreatic Resection,,,,
6862,106331194,PCI,,,,
6863,106331194,Hip Fracture,2.0,112.0,2.5,As Expected
6864,106331194,GI Hemorrhage,4.0,211.0,3.9,As Expected
6865,106331194,Carotid Endarterectomy,,,,
6866,106331194,Acute Stroke Subarachnoid,,,,
6867,106331194,Acute Stroke Hemorrhagic,,,,
6868,106331194,Acute Stroke,0.0,56.0,0.0,As Expected
6869,106331194,AMI,3.0,36.0,10.3,As Expected
6870,106331194,AAA Repair Open Unrupture,,,,
6871,106331194,AAA Repair Endo Unrupture,,,,
6872,106334487,Heart Failure,16.0,629.0,2.6,As Expected
6873,106334487,Pneumonia,15.0,169.0,11.0,As Expected
6874,106334487,Acute Stroke Ischemic,9.0,265.0,3.5,As Expected
6875,106334487,Pancreatic Resection,0.0,6.0,0.0,As Expected
6876,106334487,PCI,0.0,5.0,0.0,As Expected
6877,106334487,Hip Fracture,1.0,108.0,0.7,As Expected
6878,106334487,GI Hemorrhage,18.0,278.0,3.6,As Expected
6879,106334487,Carotid Endarterectomy,,,,
6880,106334487,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
6881,106334487,Acute Stroke Hemorrhagic,21.0,77.0,27.0,As Expected
6882,106334487,Acute Stroke,30.0,345.0,9.2,As Expected
6883,106334487,AMI,4.0,60.0,7.0,As Expected
6884,106334487,AAA Repair Open Unrupture,,,,
6885,106334487,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
6886,106334564,Isolated CABG Operative Mortality,4.0,107.0,4.15,As Expected
6887,106334564,Heart Failure,10.0,574.0,2.0,As Expected
6888,106334564,Pneumonia,27.0,342.0,8.5,As Expected
6889,106334564,Acute Stroke Ischemic,11.0,233.0,4.6,As Expected
6890,106334564,Pancreatic Resection,,,,
6891,106334564,PCI,12.0,434.0,3.6,As Expected
6892,106334564,Hip Fracture,1.0,107.0,1.0,As Expected
6893,106334564,GI Hemorrhage,8.0,230.0,3.0,As Expected
6894,106334564,Carotid Endarterectomy,0.0,23.0,0.0,As Expected
6895,106334564,Acute Stroke Subarachnoid,12.0,26.0,35.9,As Expected
6896,106334564,Acute Stroke Hemorrhagic,8.0,60.0,17.6,As Expected
6897,106334564,Acute Stroke,31.0,319.0,9.4,As Expected
6898,106334564,AMI,24.0,392.0,7.4,As Expected
6899,106334564,AAA Repair Open Unrupture,,,,
6900,106334564,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected
6901,106334589,Isolated CABG Operative Mortality,0.0,102.0,0.0,As Expected
6902,106334589,PCI,22.0,534.0,3.9,As Expected
6903,106334589,Carotid Endarterectomy,1.0,23.0,4.9,As Expected
6904,106334589,Pneumonia,25.0,274.0,15.6,Worse
6905,106334589,Pancreatic Resection,,,,
6906,106334589,Hip Fracture,2.0,90.0,3.3,As Expected
6907,106334589,Heart Failure,18.0,477.0,6.0,Worse
6908,106334589,GI Hemorrhage,7.0,226.0,4.2,As Expected
6909,106334589,Acute Stroke Subarachnoid,1.0,5.0,18.2,As Expected
6910,106334589,Acute Stroke Ischemic,3.0,127.0,6.2,As Expected
6911,106334589,Acute Stroke Hemorrhagic,2.0,33.0,12.4,As Expected
6912,106334589,Acute Stroke,6.0,165.0,7.6,As Expected
6913,106334589,AMI,29.0,441.0,6.1,As Expected
6914,106334589,AAA Repair Open Unrupture,,,,
6915,106334589,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected
6916,106361246,Isolated CABG Operative Mortality,4.0,212.0,1.98,As Expected
6917,106361246,Acute Stroke,107.0,598.0,11.8,Worse
6918,106361246,PCI,26.0,452.0,3.3,As Expected
6919,106361246,Carotid Endarterectomy,0.0,24.0,0.0,As Expected
6920,106361246,Pneumonia,19.0,358.0,5.5,As Expected
6921,106361246,Pancreatic Resection,0.0,42.0,0.0,As Expected
6922,106361246,Hip Fracture,1.0,134.0,0.8,As Expected
6923,106361246,Heart Failure,36.0,999.0,3.6,As Expected
6924,106361246,GI Hemorrhage,13.0,342.0,3.4,As Expected
6925,106361246,Acute Stroke Subarachnoid,22.0,65.0,30.4,As Expected
6926,106361246,Acute Stroke Ischemic,40.0,351.0,8.0,Worse
6927,106361246,Acute Stroke Hemorrhagic,45.0,182.0,24.2,As Expected
6928,106361246,AMI,43.0,594.0,5.8,As Expected
6929,106361246,AAA Repair Open Unrupture,,,,
6930,106361246,AAA Repair Endo Unrupture,0.0,15.0,0.0,As Expected
6931,106361318,Isolated CABG Operative Mortality,2.0,127.0,1.84,As Expected
6932,106361318,Heart Failure,23.0,570.0,5.1,Worse
6933,106361318,Pneumonia,39.0,559.0,10.1,As Expected
6934,106361318,Acute Stroke Ischemic,12.0,355.0,5.2,As Expected
6935,106361318,Pancreatic Resection,0.0,6.0,0.0,As Expected
6936,106361318,PCI,15.0,357.0,3.9,As Expected
6937,106361318,Hip Fracture,5.0,169.0,4.9,As Expected
6938,106361318,GI Hemorrhage,12.0,378.0,3.9,As Expected
6939,106361318,Carotid Endarterectomy,0.0,27.0,0.0,As Expected
6940,106361318,Acute Stroke Subarachnoid,4.0,10.0,30.9,As Expected
6941,106361318,Acute Stroke Hemorrhagic,16.0,79.0,25.3,As Expected
6942,106361318,Acute Stroke,32.0,444.0,10.3,As Expected
6943,106361318,AMI,33.0,578.0,5.7,As Expected
6944,106361318,AAA Repair Open Unrupture,,,,
6945,106361318,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected
6946,106361339,Isolated CABG Operative Mortality,8.0,204.0,4.75,As Expected
6947,106361339,Acute Stroke Ischemic,14.0,273.0,6.6,As Expected
6948,106361339,Heart Failure,21.0,746.0,3.4,As Expected
6949,106361339,Pneumonia,44.0,419.0,11.3,Worse
6950,106361339,Pancreatic Resection,,,,
6951,106361339,PCI,14.0,335.0,4.5,As Expected
6952,106361339,Hip Fracture,0.0,68.0,0.0,As Expected
6953,106361339,GI Hemorrhage,15.0,305.0,4.1,As Expected
6954,106361339,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
6955,106361339,Acute Stroke Subarachnoid,3.0,6.0,31.0,As Expected
6956,106361339,Acute Stroke Hemorrhagic,19.0,89.0,18.5,As Expected
6957,106361339,Acute Stroke,36.0,368.0,9.4,As Expected
6958,106361339,AMI,30.0,496.0,6.0,As Expected
6959,106361339,AAA Repair Open Unrupture,,,,
6960,106361339,AAA Repair Endo Unrupture,,,,
6961,106362041,Acute Stroke Ischemic,0.0,28.0,0.0,As Expected
6962,106362041,Pneumonia,4.0,104.0,5.7,As Expected
6963,106362041,Heart Failure,2.0,72.0,5.0,As Expected
6964,106362041,Pancreatic Resection,,,,
6965,106362041,PCI,,,,
6966,106362041,Hip Fracture,1.0,25.0,6.7,As Expected
6967,106362041,GI Hemorrhage,,,,
6968,106362041,Carotid Endarterectomy,,,,
6969,106362041,Acute Stroke Subarachnoid,,,,
6970,106362041,Acute Stroke Hemorrhagic,,,,
6971,106362041,Acute Stroke,0.0,28.0,0.0,As Expected
6972,106362041,AMI,0.0,5.0,0.0,As Expected
6973,106362041,AAA Repair Open Unrupture,,,,
6974,106362041,AAA Repair Endo Unrupture,,,,
6975,106364231,Acute Stroke Ischemic,22.0,226.0,8.5,Worse
6976,106364231,Pneumonia,34.0,296.0,8.9,As Expected
6977,106364231,Heart Failure,11.0,566.0,2.4,As Expected
6978,106364231,Pancreatic Resection,0.0,6.0,0.0,As Expected
6979,106364231,PCI,1.0,53.0,3.0,As Expected
6980,106364231,Hip Fracture,4.0,95.0,3.5,As Expected
6981,106364231,GI Hemorrhage,7.0,196.0,3.0,As Expected
6982,106364231,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
6983,106364231,Acute Stroke Subarachnoid,10.0,20.0,33.3,As Expected
6984,106364231,Acute Stroke Hemorrhagic,23.0,101.0,18.8,As Expected
6985,106364231,Acute Stroke,55.0,347.0,10.8,Worse
6986,106364231,AMI,3.0,86.0,5.0,As Expected
6987,106364231,AAA Repair Open Unrupture,,,,
6988,106364231,AAA Repair Endo Unrupture,0.0,3.0,0.0,As Expected
6989,106370714,Isolated CABG Operative Mortality,2.0,97.0,1.91,As Expected
6990,106370714,Acute Stroke,76.0,731.0,11.8,Worse
6991,106370714,PCI,30.0,425.0,6.1,Worse
6992,106370714,Carotid Endarterectomy,0.0,36.0,0.0,As Expected
6993,106370714,Pneumonia,55.0,618.0,10.4,Worse
6994,106370714,Pancreatic Resection,0.0,7.0,0.0,As Expected
6995,106370714,Hip Fracture,1.0,152.0,0.8,As Expected
6996,106370714,Heart Failure,21.0,880.0,4.0,As Expected
6997,106370714,GI Hemorrhage,11.0,415.0,2.7,As Expected
6998,106370714,Acute Stroke Subarachnoid,13.0,47.0,36.5,As Expected
6999,106370714,Acute Stroke Ischemic,32.0,569.0,7.1,Worse
7000,106370714,Acute Stroke Hemorrhagic,31.0,115.0,24.6,As Expected
7001,106370714,AMI,28.0,397.0,7.8,As Expected
7002,106370714,AAA Repair Open Unrupture,,,,
7003,106370714,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected
7004,106370782,Pneumonia,27.0,700.0,3.9,Better
7005,106370782,Acute Stroke Ischemic,11.0,397.0,2.5,Better
7006,106370782,Heart Failure,25.0,1065.0,1.9,Better
7007,106370782,Pancreatic Resection,1.0,93.0,0.9,As Expected
7008,106370782,PCI,11.0,356.0,1.9,Better
7009,106370782,Hip Fracture,6.0,178.0,3.1,As Expected
7010,106370782,GI Hemorrhage,14.0,552.0,2.0,As Expected
7011,106370782,Carotid Endarterectomy,0.0,40.0,0.0,As Expected
7012,106370782,Acute Stroke Subarachnoid,6.0,48.0,11.5,Better
7013,106370782,Acute Stroke Hemorrhagic,7.0,143.0,5.2,Better
7014,106370782,Acute Stroke,24.0,588.0,3.4,Better
7015,106370782,AMI,28.0,407.0,4.9,As Expected
7016,106370782,AAA Repair Open Unrupture,1.0,7.0,17.1,As Expected
7017,106370782,AAA Repair Endo Unrupture,0.0,26.0,0.0,As Expected
7018,106374382,PCI,7.0,143.0,4.6,As Expected
7019,106374382,Carotid Endarterectomy,0.0,26.0,0.0,As Expected
7020,106374382,Pneumonia,28.0,270.0,10.4,As Expected
7021,106374382,Pancreatic Resection,,,,
7022,106374382,Hip Fracture,3.0,122.0,2.2,As Expected
7023,106374382,Heart Failure,11.0,312.0,4.2,As Expected
7024,106374382,GI Hemorrhage,7.0,205.0,3.6,As Expected
7025,106374382,Acute Stroke Subarachnoid,2.0,5.0,31.4,As Expected
7026,106374382,Acute Stroke Ischemic,12.0,190.0,6.5,As Expected
7027,106374382,Acute Stroke Hemorrhagic,16.0,55.0,33.4,Worse
7028,106374382,Acute Stroke,30.0,250.0,12.9,Worse
7029,106374382,AMI,15.0,178.0,9.6,As Expected
7030,106374382,AAA Repair Open Unrupture,,,,
7031,106374382,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected
7032,106380857,Isolated CABG Operative Mortality,7.0,432.0,3.04,As Expected
7033,106380857,Heart Failure,22.0,459.0,3.4,As Expected
7034,106380857,Acute Stroke Ischemic,2.0,167.0,1.9,As Expected
7035,106380857,Pneumonia,13.0,146.0,8.7,As Expected
7036,106380857,Pancreatic Resection,1.0,51.0,3.8,As Expected
7037,106380857,PCI,11.0,306.0,5.5,As Expected
7038,106380857,Hip Fracture,3.0,87.0,3.1,As Expected
7039,106380857,GI Hemorrhage,6.0,263.0,1.8,As Expected
7040,106380857,Carotid Endarterectomy,0.0,49.0,0.0,As Expected
7041,106380857,Acute Stroke Subarachnoid,1.0,10.0,11.7,As Expected
7042,106380857,Acute Stroke Hemorrhagic,4.0,36.0,19.2,As Expected
7043,106380857,Acute Stroke,7.0,213.0,5.3,As Expected
7044,106380857,AMI,28.0,579.0,6.7,As Expected
7045,106380857,AAA Repair Open Unrupture,1.0,6.0,10.1,As Expected
7046,106380857,AAA Repair Endo Unrupture,1.0,40.0,3.0,As Expected
7047,106380939,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
7048,106380939,PCI,5.0,71.0,6.5,As Expected
7049,106380939,Acute Stroke,38.0,350.0,9.2,As Expected
7050,106380939,Pneumonia,13.0,250.0,6.2,As Expected
7051,106380939,Pancreatic Resection,0.0,6.0,0.0,As Expected
7052,106380939,Hip Fracture,4.0,84.0,3.7,As Expected
7053,106380939,Heart Failure,11.0,603.0,2.4,As Expected
7054,106380939,GI Hemorrhage,5.0,268.0,1.4,As Expected
7055,106380939,Acute Stroke Subarachnoid,3.0,15.0,34.1,As Expected
7056,106380939,Acute Stroke Ischemic,18.0,268.0,5.0,As Expected
7057,106380939,Acute Stroke Hemorrhagic,17.0,67.0,21.0,As Expected
7058,106380939,AMI,12.0,124.0,8.4,As Expected
7059,106380939,AAA Repair Open Unrupture,,,,
7060,106380939,AAA Repair Endo Unrupture,,,,
7061,106381154,Isolated CABG Operative Mortality,3.0,125.0,2.98,As Expected
7062,106381154,Acute Stroke Ischemic,23.0,292.0,3.7,As Expected
7063,106381154,Heart Failure,16.0,691.0,1.4,Better
7064,106381154,Pneumonia,37.0,466.0,4.9,Better
7065,106381154,Pancreatic Resection,2.0,117.0,2.6,As Expected
7066,106381154,PCI,10.0,210.0,2.7,As Expected
7067,106381154,Hip Fracture,0.0,82.0,0.0,As Expected
7068,106381154,GI Hemorrhage,8.0,329.0,1.4,Better
7069,106381154,Carotid Endarterectomy,0.0,31.0,0.0,As Expected
7070,106381154,Acute Stroke Subarachnoid,10.0,74.0,12.6,As Expected
7071,106381154,Acute Stroke Hemorrhagic,27.0,169.0,13.0,Better
7072,106381154,Acute Stroke,60.0,535.0,5.8,Better
7073,106381154,AMI,15.0,201.0,3.8,Better
7074,106381154,AAA Repair Open Unrupture,0.0,12.0,0.0,As Expected
7075,106381154,AAA Repair Endo Unrupture,0.0,22.0,0.0,As Expected
7076,106382715,Carotid Endarterectomy,,,,
7077,106382715,Pneumonia,5.0,70.0,5.6,As Expected
7078,106382715,Pancreatic Resection,,,,
7079,106382715,Hip Fracture,1.0,18.0,2.5,As Expected
7080,106382715,Heart Failure,2.0,99.0,1.4,As Expected
7081,106382715,GI Hemorrhage,0.0,57.0,0.0,As Expected
7082,106382715,Acute Stroke Subarachnoid,,,,
7083,106382715,Acute Stroke Ischemic,1.0,50.0,2.5,As Expected
7084,106382715,Acute Stroke Hemorrhagic,,,,
7085,106382715,Acute Stroke,1.0,51.0,3.8,As Expected
7086,106382715,AMI,0.0,9.0,0.0,As Expected
7087,106382715,AAA Repair Open Unrupture,,,,
7088,106382715,AAA Repair Endo Unrupture,,,,
7089,106382715,PCI,,,,
7090,106390923,PCI,,,,
7091,106390923,Carotid Endarterectomy,,,,
7092,106390923,Pneumonia,16.0,257.0,6.1,As Expected
7093,106390923,Pancreatic Resection,,,,
7094,106390923,Hip Fracture,2.0,93.0,2.2,As Expected
7095,106390923,Heart Failure,11.0,333.0,2.8,As Expected
7096,106390923,GI Hemorrhage,1.0,160.0,0.7,As Expected
7097,106390923,Acute Stroke Subarachnoid,,,,
7098,106390923,Acute Stroke Ischemic,0.0,127.0,0.0,Better
7099,106390923,Acute Stroke Hemorrhagic,,,,
7100,106390923,Acute Stroke,0.0,129.0,0.0,Better
7101,106390923,AMI,1.0,27.0,3.6,As Expected
7102,106390923,AAA Repair Open Unrupture,,,,
7103,106390923,AAA Repair Endo Unrupture,,,,
7104,106391010,Acute Stroke Ischemic,7.0,100.0,5.7,As Expected
7105,106391010,Heart Failure,8.0,345.0,3.8,As Expected
7106,106391010,Pneumonia,8.0,162.0,9.5,As Expected
7107,106391010,Pancreatic Resection,1.0,7.0,5.6,As Expected
7108,106391010,PCI,,,,
7109,106391010,Hip Fracture,2.0,148.0,1.8,As Expected
7110,106391010,GI Hemorrhage,6.0,131.0,4.8,As Expected
7111,106391010,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
7112,106391010,Acute Stroke Subarachnoid,,,,
7113,106391010,Acute Stroke Hemorrhagic,11.0,37.0,33.5,Worse
7114,106391010,Acute Stroke,19.0,139.0,12.3,As Expected
7115,106391010,AMI,4.0,37.0,7.5,As Expected
7116,106391010,AAA Repair Open Unrupture,,,,
7117,106391010,AAA Repair Endo Unrupture,,,,
7118,106410782,Carotid Endarterectomy,,,,
7119,106410782,PCI,,,,
7120,106410782,Pneumonia,3.0,43.0,12.2,As Expected
7121,106410782,Pancreatic Resection,,,,
7122,106410782,Hip Fracture,0.0,13.0,0.0,As Expected
7123,106410782,Heart Failure,2.0,113.0,3.3,As Expected
7124,106410782,GI Hemorrhage,2.0,52.0,2.7,As Expected
7125,106410782,Acute Stroke Subarachnoid,,,,
7126,106410782,Acute Stroke Ischemic,0.0,24.0,0.0,As Expected
7127,106410782,Acute Stroke Hemorrhagic,0.0,9.0,0.0,As Expected
7128,106410782,Acute Stroke,0.0,33.0,0.0,As Expected
7129,106410782,AMI,0.0,3.0,0.0,As Expected
7130,106410782,AAA Repair Open Unrupture,,,,
7131,106410782,AAA Repair Endo Unrupture,,,,
7132,106410852,Isolated CABG Operative Mortality,0.0,40.0,0.0,As Expected
7133,106410852,Pneumonia,14.0,129.0,9.5,As Expected
7134,106410852,Acute Stroke Ischemic,24.0,332.0,5.3,As Expected
7135,106410852,Heart Failure,23.0,525.0,3.0,As Expected
7136,106410852,Pancreatic Resection,0.0,11.0,0.0,As Expected
7137,106410852,PCI,16.0,276.0,4.0,As Expected
7138,106410852,Hip Fracture,4.0,171.0,1.9,As Expected
7139,106410852,GI Hemorrhage,5.0,265.0,2.2,As Expected
7140,106410852,Carotid Endarterectomy,0.0,27.0,0.0,As Expected
7141,106410852,Acute Stroke Subarachnoid,5.0,13.0,21.1,As Expected
7142,106410852,Acute Stroke Hemorrhagic,12.0,67.0,16.2,As Expected
7143,106410852,Acute Stroke,41.0,412.0,8.3,As Expected
7144,106410852,AMI,20.0,258.0,6.0,As Expected
7145,106410852,AAA Repair Open Unrupture,,,,
7146,106410852,AAA Repair Endo Unrupture,0.0,17.0,0.0,As Expected
7147,106410891,Isolated CABG Operative Mortality,1.0,46.0,2.28,As Expected
7148,106410891,Carotid Endarterectomy,0.0,40.0,0.0,As Expected
7149,106410891,PCI,1.0,65.0,1.5,As Expected
7150,106410891,Pneumonia,4.0,100.0,4.6,As Expected
